x,intensity
0.000000000000000000e+00,3.680855854801800603e-273
2.500625156289072531e-04,3.680855854801800603e-273
5.001250312578145061e-04,3.696759751030043182e-273
7.501875468867217050e-04,3.742276906278200857e-273
1.000250062515629012e-03,3.842985603770982408e-273
1.250312578144536320e-03,4.046593315445394158e-273
1.500375093773443410e-03,4.442053688198139951e-273
1.750437609402350717e-03,5.195174244271044154e-273
2.000500125031258025e-03,6.614919233882618745e-273
2.250562640660165332e-03,9.276829278931637785e-273
2.500625156289072639e-03,1.425268919375142846e-272
2.750687671917979946e-03,2.353777574779728453e-272
3.000750187546886820e-03,4.084541132257096985e-272
3.250812703175794127e-03,7.308413381328929799e-272
3.500875218804701434e-03,1.331030702365654059e-271
3.750937734433608742e-03,2.447927126284937394e-271
4.001000250062516049e-03,4.525589493714118479e-271
4.251062765691423356e-03,8.389143343391276456e-271
4.501125281320330664e-03,1.557131103829571255e-270
4.751187796949237971e-03,2.891832890385731310e-270
5.001250312578145278e-03,5.371394886047643044e-270
5.251312828207052585e-03,9.976385457338447762e-270
5.501375343835959893e-03,1.852599157470109278e-269
5.751437859464867200e-03,3.439417994635262302e-269
6.001500375093773640e-03,6.383654014343894893e-269
6.251562890722680947e-03,1.184477770322058358e-268
6.501625406351588254e-03,2.197118907960992061e-268
6.751687921980495562e-03,4.074244389621250384e-268
7.001750437609402869e-03,7.552770300686975022e-268
7.251812953238310176e-03,1.399685715958054050e-267
7.501875468867217484e-03,2.593101390095891872e-267
7.751937984496124791e-03,4.802562188506649588e-267
8.002000500125032098e-03,8.891825494328072766e-267
8.252063015753938538e-03,1.645785556711897003e-266
8.502125531382846713e-03,3.045228716681356912e-266
8.752188047011753153e-03,5.632885528705770511e-266
9.002250562640661327e-03,1.041612698484387078e-265
9.252313078269567767e-03,1.925510685022507379e-265
9.502375593898475942e-03,3.558360337086780793e-265
9.752438109527382382e-03,6.573826536090714612e-265
1.000250062515629056e-02,1.214089990202815293e-264
1.025256314078519700e-02,2.241546949177453044e-264
1.050262565641410517e-02,4.137224838017339836e-264
1.075268817204301161e-02,7.633693694874719829e-264
1.100275068767191979e-02,1.408071339682374161e-263
1.125281320330082623e-02,2.596443704179259699e-263
1.150287571892973440e-02,4.786273211143503449e-263
1.175293823455864084e-02,8.820239608850945185e-263
1.200300075018754728e-02,1.624903612147694636e-262
1.225306326581645545e-02,2.992534377561616612e-262
1.250312578144536189e-02,5.509535878601694712e-262
1.275318829707427007e-02,1.014040279738433508e-261
1.300325081270317651e-02,1.865776938449138947e-261
1.325331332833208468e-02,3.431852065859220341e-261
1.350337584396099112e-02,6.310470205551439626e-261
1.375343835958989930e-02,1.160003250715985502e-260
1.400350087521880574e-02,2.131675118118169609e-260
1.425356339084771391e-02,3.916040275250648232e-260
1.450362590647662035e-02,7.191800105202515983e-260
1.475368842210552853e-02,1.320360094576247118e-259
1.500375093773443497e-02,2.423324075079608208e-259
1.525381345336334314e-02,4.446260751031225241e-259
1.550387596899224958e-02,8.155351505342448629e-259
1.575393848462115776e-02,1.495391009434244696e-258
1.600400100025006420e-02,2.741139709295258704e-258
1.625406351587897064e-02,5.023100898420228018e-258
1.650412603150787708e-02,9.201888314687143566e-258
1.675418854713678699e-02,1.685180166303140950e-257
1.700425106276569343e-02,3.085176720362547360e-257
1.725431357839459987e-02,5.646483686973577019e-257
1.750437609402350631e-02,1.033095418311013549e-256
1.775443860965241621e-02,1.889587985563141031e-256
1.800450112528132265e-02,3.455080163922454103e-256
1.825456364091022909e-02,6.315583238753296112e-256
1.850462615653913553e-02,1.154072585841316581e-255
1.875468867216804544e-02,2.108225744143511037e-255
1.900475118779695188e-02,3.850041635806618170e-255
1.925481370342585832e-02,7.028749513001733054e-255
1.950487621905476476e-02,1.282788427197050980e-254
1.975493873468367467e-02,2.340433612800895903e-254
2.000500125031258111e-02,4.268762050267566644e-254
2.025506376594148755e-02,7.783445595935026887e-254
2.050512628157039399e-02,1.418750959858189563e-253
2.075518879719930043e-02,2.585263232384205368e-253
2.100525131282821034e-02,4.709422976101505794e-253
2.125531382845711678e-02,8.576201064215363248e-253
2.150537634408602322e-02,1.561300639977884708e-252
2.175543885971492966e-02,2.841465901985758873e-252
2.200550137534383957e-02,5.169668409103481432e-252
2.225556389097274601e-02,9.402584700198928325e-252
2.250562640660165245e-02,1.709606455147168602e-251
2.275568892223055889e-02,3.107487366737463347e-251
2.300575143785946880e-02,5.646598685437765054e-251
2.325581395348837524e-02,1.025719948779541909e-250
2.350587646911728168e-02,1.862666096432075024e-250
2.375593898474618812e-02,3.381470057179770119e-250
2.400600150037509456e-02,6.136777976530814782e-250
2.425606401600400447e-02,1.113370230875594404e-249
2.450612653163291091e-02,2.019310613043192979e-249
2.475618904726181735e-02,3.661263446606198898e-249
2.500625156289072379e-02,6.636256454884134265e-249
2.525631407851963370e-02,1.202485009768866813e-248
2.550637659414854014e-02,2.178213828961296537e-248
2.575643910977744658e-02,3.944442961172662472e-248
2.600650162540635302e-02,7.140607789451950338e-248
2.625656414103526293e-02,1.292257341588518284e-247
2.650662665666416937e-02,2.337906653445981539e-247
2.675668917229307581e-02,4.228337606301423781e-247
2.700675168792198225e-02,7.644982131566234373e-247
2.725681420355089216e-02,1.381807749381863686e-246
2.750687671917979860e-02,2.496796251362221971e-246
2.775693923480870504e-02,4.510066171052123916e-246
2.800700175043761148e-02,8.144174205006556486e-246
2.825706426606651792e-02,1.470196980230763429e-245
2.850712678169542783e-02,2.653189860746276333e-245
2.875718929732433427e-02,4.786581551079850473e-245
2.900725181295324070e-02,8.632705537996650960e-245
2.925731432858214714e-02,1.556441218237424224e-244
2.950737684421105705e-02,2.805322861305854328e-244
2.975743935983996349e-02,5.054722403973435034e-244
3.000750187546886993e-02,9.104919295134859115e-244
3.025756439109777637e-02,1.639529453830974717e-243
3.050762690672668628e-02,2.951390516692737741e-243
3.075768942235559272e-02,5.311271032800448628e-243
3.100775193798449916e-02,9.555085610025060344e-243
3.125781445361340560e-02,1.718442612515296927e-242
3.150787696924231551e-02,3.089582643979708774e-242
3.175793948487121848e-02,5.553016099894775410e-242
3.200800200050012839e-02,9.977514811920501037e-242
3.225806451612903830e-02,1.792173958898329918e-241
3.250812703175794127e-02,3.218120314337032059e-241
3.275818954738685118e-02,5.776818518389030351e-241
3.300825206301575415e-02,1.036667550848031530e-240
3.325831457864466406e-02,1.859750219240594231e-240
3.350837709427357397e-02,3.335293567522048383e-240
3.375843960990247694e-02,5.979678667630887021e-240
3.400850212553138685e-02,1.071731415586426053e-239
3.425856464116029676e-02,1.920252811985796500e-239
3.450862715678919973e-02,3.439499036548749077e-239
3.475868967241810964e-02,6.158802942599768949e-239
3.500875218804701261e-02,1.102457253728895585e-238
3.525881470367592252e-02,1.972838544199382615e-238
3.550887721930483243e-02,3.529276333457851660e-238
3.575893973493373540e-02,6.311667585952836692e-238
3.600900225056264531e-02,1.128409949696134417e-237
3.625906476619154828e-02,2.016759124991514448e-237
3.650912728182045819e-02,3.603342046354623618e-237
3.675918979744936810e-02,6.436077770509188390e-237
3.700925231307827107e-02,1.149215334709458059e-236
3.725931482870718098e-02,2.051378866132952108e-236
3.750937734433609089e-02,3.660620243560015246e-236
3.775943985996499386e-02,6.530220001880368362e-236
3.800950237559390377e-02,1.164569158346500474e-235
3.825956489122280674e-02,2.076189985243126591e-235
3.850962740685171665e-02,3.700268472346191417e-235
3.875968992248062656e-02,6.592706093684162636e-235
3.900975243810952953e-02,1.174244490445124424e-234
3.925981495373843944e-02,2.090824996848212522e-234
3.950987746936734935e-02,3.721698374463587167e-234
3.975993998499625232e-02,6.622607225276499931e-234
4.001000250062516223e-02,1.178097301709610208e-233
4.026006501625406520e-02,2.095065768743289159e-233
4.051012753188297510e-02,3.724590213407398050e-233
4.076019004751188501e-02,6.619476914188756561e-233
4.101025256314078798e-02,1.176070031211628279e-232
4.126031507876969789e-02,2.088848931721611434e-232
4.151037759439860086e-02,3.708900812095798069e-232
4.176044011002751077e-02,6.583362109159066350e-232
4.201050262565642068e-02,1.168193017281200522e-231
4.226056514128532365e-02,2.072267455153232219e-231
4.251062765691423356e-02,3.674864625526710061e-231
4.276069017254314347e-02,6.514802018532007128e-231
4.301075268817204644e-02,1.154583742071518569e-230
4.326081520380095635e-02,2.045568333660211818e-230
4.351087771942985932e-02,3.622987911173201392e-230
4.376094023505876923e-02,6.414814714890970734e-230
4.401100275068767914e-02,1.135443916089074112e-229
4.426106526631658211e-02,2.009146465342309398e-229
4.451112778194549202e-02,3.554036199706099454e-229
4.476119029757439499e-02,6.284871981041732125e-229
4.501125281320330490e-02,1.111054503812142205e-228
4.526131532883221481e-02,1.963534933617184945e-228
4.551137784446111778e-02,3.469015499445171011e-228
4.576144036009002769e-02,6.126863265979711418e-228
4.601150287571893760e-02,1.081768861851851556e-227
4.626156539134784057e-02,1.909392026929655068e-227
4.651162790697675048e-02,3.369147879486597419e-227
4.676169042260565345e-02,5.943049984489230230e-227
4.701175293823456336e-02,1.048004223853312890e-226
4.726181545386347327e-02,1.847485438007622708e-226
4.751187796949237624e-02,3.255842259622316272e-226
4.776194048512128615e-02,5.736011704862966557e-226
4.801200300075018912e-02,1.010231818822342977e-225
4.826206551637909903e-02,1.778674172489617060e-225
4.851212803200800894e-02,3.130661382269024789e-225
4.876219054763691191e-02,5.508586013065477278e-225
4.901225306326582182e-02,9.689659496647230964e-225
4.926231557889473173e-02,1.703888762091588075e-224
4.951237809452363470e-02,2.995286046976741392e-224
4.976244061015254461e-02,5.263804009291185461e-224
